SubjectID TrialNum Amplitude Width StartPos TargetPos Time Success CursorPos (x, y)
13 6 555 100 (609,356) (77,195) 111 1 (607,348)
13 6 555 100 (609,356) (77,195) 132 1 (607,348)
13 6 555 100 (609,356) (77,195) 159 1 (599,347)
13 6 555 100 (609,356) (77,195) 174 1 (589,344)
13 6 555 100 (609,356) (77,195) 194 1 (535,318)
13 6 555 100 (609,356) (77,195) 207 1 (499,301)
13 6 555 100 (609,356) (77,195) 221 1 (462,285)
13 6 555 100 (609,356) (77,195) 241 1 (374,243)
13 6 555 100 (609,356) (77,195) 272 1 (287,212)
13 6 555 100 (609,356) (77,195) 292 1 (213,185)
13 6 555 100 (609,356) (77,195) 320 1 (161,167)
13 6 555 100 (609,356) (77,195) 330 1 (144,162)
13 6 555 100 (609,356) (77,195) 346 1 (134,158)
13 6 555 100 (609,356) (77,195) 362 1 (124,154)
13 6 555 100 (609,356) (77,195) 383 1 (121,154)
13 6 555 100 (609,356) (77,195) 394 1 (120,153)
13 6 555 100 (609,356) (77,195) 413 1 (119,153)
13 6 555 100 (609,356) (77,195) 424 1 (119,153)
13 6 555 100 (609,356) (77,195) 439 1 (119,153)
13 6 555 100 (609,356) (77,195) 459 1 (119,153)
13 6 555 100 (609,356) (77,195) 479 1 (119,153)
13 6 555 100 (609,356) (77,195) 487 1 (119,153)
13 6 555 100 (609,356) (77,195) 507 1 (119,153)
13 6 555 100 (609,356) (77,195) 527 1 (119,153)
13 6 555 100 (609,356) (77,195) 535 1 (119,153)
13 6 555 100 (609,356) (77,195) 564 1 (119,154)
13 6 555 100 (609,356) (77,195) 599 1 (119,155)
13 6 555 100 (609,356) (77,195) 619 1 (119,155)
13 6 555 100 (609,356) (77,195) 628 1 (119,155)
13 6 555 100 (609,356) (77,195) 647 1 (119,155)
13 6 555 100 (609,356) (77,195) 657 1 (119,155)
13 6 555 100 (609,356) (77,195) 673 1 (119,155)
13 6 555 100 (609,356) (77,195) 693 1 (119,155)
13 6 555 100 (609,356) (77,195) 713 1 (119,155)
13 6 555 100 (609,356) (77,195) 720 1 (119,155)
13 6 555 100 (609,356) (77,195) 740 1 (119,155)
